session,target,contrast_modulation,amplitude,presence,response_presence,reaction_time
1,4,0,1.155,0,0,0.4874
1,4,0,1.155,1,1,0.7928
1,4,0,1.155,0,1,0.6178
1,4,0,1.155,0,1,0.6396
1,4,0,1.155,0,1,0.7732
1,4,0,1.155,1,1,0.6834
1,4,0,1.155,1,0,0.4608
1,4,0,1.155,0,0,0.7021
1,4,0,1.155,0,0,0.468
1,4,0,1.155,1,0,0.5176
1,4,0,1.155,0,0,0.4389
1,4,0,1.155,1,1,0.8928
1,4,0,1.155,0,1,0.5102
1,4,0,1.155,1,1,0.5917
1,5,0,1.155,1,0,0.6972
1,5,0,1.155,0,1,0.8545
1,5,0,1.155,0,1,0.568
1,5,0,1.155,0,0,0.696
1,5,0,1.155,1,1,0.495
1,5,0,1.155,0,0,0.9448
1,5,0,1.155,1,1,0.4646
1,5,0,1.155,0,1,0.7603
1,5,0,1.155,1,1,0.4733
1,5,0,1.155,0,0,0.7793
1,5,0,1.155,1,0,0.7845
1,5,0,1.155,1,1,0.5297
1,5,0,1.155,0,0,0.7863
1,5,0,1.155,0,0,0.7449
1,5,0,1.155,0,1,0.4583
1,5,0,1.155,1,1,0.8913
1,5,0,1.155,0,0,0.5937
1,5,0,1.155,0,0,0.5635
1,5,0,1.155,1,0,0.5639
1,5,0,1.155,0,1,0.5043
1,5,0,1.155,1,0,0.5803
1,5,0,1.155,1,0,0.5656
1,5,0,1.155,1,1,0.5512
1,5,0,1.155,0,0,0.8868
1,5,0,1.155,1,1,0.4782
1,5,0,1.155,1,0,0.5761
1,5,0,1.155,1,1,0.5912
1,5,0,1.155,1,0,0.5671
1,5,0,1.155,0,0,0.7764
1,5,0,1.155,0,0,0.9999
1,5,1,0.77,1,1,0.6149
1,5,1,0.77,0,0,0.4292
1,5,1,0.77,0,0,0.4466
1,5,1,0.77,0,0,0.4139
1,5,1,0.77,1,1,0.3578
1,5,1,0.77,1,1,0.4712
1,5,1,0.77,0,0,0.9999
1,5,1,0.77,1,1,0.5745
1,5,1,0.77,0,1,0.4639
1,5,1,0.77,0,0,0.4635
1,5,1,0.77,0,0,0.5992
1,5,1,0.77,1,1,0.4087
1,5,1,0.77,0,1,0.6484
1,5,1,0.77,1,1,0.4318
1,5,1,0.77,0,0,0.4813
1,5,1,0.77,0,0,0.4968
1,5,1,0.77,1,0,0.4565
1,5,1,0.77,1,1,0.4101
1,5,1,0.77,1,0,0.6335
1,5,1,0.77,1,0,0.8791
1,5,1,0.77,1,0,0.7792
1,5,1,0.77,0,1,0.5567
1,5,1,0.77,0,1,0.6223
1,5,1,0.77,0,0,0.5411
1,5,1,0.77,1,1,0.5173
1,5,1,0.77,1,1,0.5827
1,5,1,0.77,0,1,0.4859
1,5,1,0.77,1,0,0.4938
1,5,1,0.77,0,0,0.6875
1,5,1,0.77,1,1,0.8304
1,5,1,0.77,1,0,0.4613
1,5,1,0.77,0,1,0.4418
1,5,1,0.77,0,1,0.4432
1,5,1,0.77,1,0,0.5711
1,5,1,0.77,0,0,0.4504
1,5,1,0.77,1,1,0.4358
1,5,1,0.77,1,0,0.6118
1,5,1,0.77,0,0,0.283
1,5,1,0.77,0,0,0.3807
1,5,1,0.77,0,0,0.4763
1,5,1,0.77,1,0,0.4519
1,5,1,0.77,1,1,0.4532
1,5,1,0.77,0,0,0.4207
1,5,1,0.77,0,0,0.3965
1,5,1,0.77,1,1,0.526
1,5,1,0.77,0,0,0.5103
1,5,1,0.77,1,0,0.4851
1,5,1,0.77,1,0,0.5187
1,5,1,0.77,0,1,0.7268
1,5,1,0.77,0,0,0.4726
1,5,1,0.77,0,1,0.609
1,5,1,0.77,1,1,0.569
1,5,1,0.77,0,0,0.4747
1,5,1,0.77,1,0,0.3782
1,5,1,0.77,0,0,0.5457
1,5,1,0.77,0,0,0.5952
1,5,1,0.77,1,0,0.4664
1,5,1,0.77,1,0,0.5223
1,5,1,0.77,1,1,0.5238
1,5,1,0.77,1,0,0.3955
1,5,0,1.155,1,0,0.7053
1,5,0,1.155,1,0,0.5072
1,5,0,1.155,0,1,0.6987
1,5,0,1.155,1,1,0.7864
1,5,0,1.155,0,0,0.4998
1,5,0,1.155,1,1,0.5155
1,5,0,1.155,0,0,0.731
1,5,0,1.155,0,0,0.7804
1,5,0,1.155,1,1,0.7005
1,5,0,1.155,0,0,0.5319
1,5,0,1.155,1,1,0.5812
1,5,0,1.155,1,1,0.5011
1,5,0,1.155,1,0,0.4445
1,5,0,1.155,1,1,0.446
1,5,0,1.155,0,0,0.398
1,5,0,1.155,1,1,0.4051
1,5,0,1.155,1,1,0.6626
1,5,0,1.155,0,0,0.7587
1,5,0,1.155,0,0,0.9256
1,5,0,1.155,0,1,0.502
1,5,0,1.155,1,0,0.6971
1,5,0,1.155,1,0,0.6186
1,5,0,1.155,0,0,0.5856
1,5,0,1.155,0,1,0.7378
1,5,0,1.155,0,0,0.8513
1,5,0,1.155,0,1,0.7549
1,5,0,1.155,1,1,0.6023
1,5,0,1.155,0,1,0.6199
1,5,0,1.155,1,1,0.5239
1,5,0,1.155,0,0,0.563
1,1,0,3.9463,0,0,0.5991
1,1,0,3.9463,1,1,0.3386
1,1,0,3.9463,1,1,0.9999
1,1,0,3.9463,1,1,0.5386
1,1,0,3.9463,1,1,0.6996
1,1,0,3.9463,0,1,0.6458
1,1,0,3.9463,1,1,0.5829
1,1,0,3.9463,0,0,0.4409
1,1,0,3.9463,0,0,0.8946
1,1,0,3.9463,0,0,0.752
1,1,0,3.9463,0,1,0.6099
1,1,0,3.9463,1,0,0.823
1,1,0,3.9463,1,1,0.3447
1,1,0,3.9463,1,1,0.4584
1,1,0,3.9463,0,0,0.5054
1,1,0,3.9463,0,0,0.6574
1,1,0,3.9463,1,1,0.4188
1,1,0,3.9463,1,1,0.3376
1,1,0,3.9463,1,1,0.4742
1,1,0,3.9463,0,1,0.5875
1,1,0,3.9463,1,1,0.6413
1,1,0,3.9463,0,1,0.5585
1,1,0,3.9463,1,1,0.5601
1,1,0,3.9463,0,1,0.5021
1,1,0,3.9463,0,0,0.5073
1,1,0,3.9463,0,1,0.525
1,1,0,3.9463,1,1,0.4438
1,1,0,3.9463,0,0,0.4204
